ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_glottolog,recently_extinct,long_extinct,tip_name
QUECHUA_AYACUCHO,QUECHUA_AYACUCHO,ayac1239,Ayacucho Quechua,quy,South America,-13.11,-74.2,Quechuan,"Quechuan,SouthernQuechua,AyacuchanQuechua",False,False,Que.QUECHUAN.QUECHUA_AYACUCHO
QUECHUA_CHACHAPOYAS,QUECHUA_CHACHAPOYAS,chac1250,Chachapoyas Quechua,quk,South America,-6.27,-77.87,Quechuan,"Quechuan,SanMartin-AmazonasQuechua",False,False,Que.QUECHUAN.QUECHUA_CHACHAPOYAS
QUECHUA_DE_AMBO_HUANUCO_PASCO_PASCO,QUECHUA_DE_AMBO_HUANUCO_PASCO_PASCO,ambo1252,Ambo-Pasco Quechua,qva,South America,-10.39,-76.17,Quechuan,"Quechuan,QuechuaI,CentralQuechuaI,YaruQuechua",False,False,Que.QUECHUAN.QUECHUA_DE_AMBO_HUANUCO_PASCO_PASCO
QUECHUA_DE_LAMBAYEQUE,QUECHUA_DE_LAMBAYEQUE,lamb1276,Lambayeque Quechua,quf,South America,-6.0,-79.67,Quechuan,"Quechuan,Cajamarca-LambayequeQuechua",False,False,Que.QUECHUAN.QUECHUA_DE_LAMBAYEQUE
QUECHUA_HUANCA_HUAYCHA,QUECHUA_HUANCA_HUAYCHA,huay1241,Huaylla Wanca Quechua,qvw,South America,-12.01,-75.41,Quechuan,"Quechuan,QuechuaI,CentralQuechuaI,Jauja-Huanca",False,False,Que.QUECHUAN.QUECHUA_HUANCA_HUAYCHA
QUECHUA_HUANCA_HUAYLLA,QUECHUA_HUANCA_HUAYLLA,huay1241,Huaylla Wanca Quechua,qvw,South America,-12.33,-75.33,Quechuan,"Quechuan,QuechuaI,CentralQuechuaI,Jauja-Huanca",False,False,Que.QUECHUAN.QUECHUA_HUANCA_HUAYLLA
QUECHUA_HUANCA_SHAUSHA,QUECHUA_HUANCA_SHAUSHA,jauj1238,Jauja Wanca Quechua,qxw,South America,-11.77,-75.52,Quechuan,"Quechuan,QuechuaI,CentralQuechuaI,Jauja-Huanca",False,False,Que.QUECHUAN.QUECHUA_HUANCA_SHAUSHA
QUECHUA_HUANUCO_PANAO,QUECHUA_HUANUCO_PANAO,pana1306,Panao Huánuco Quechua,qxh,South America,-9.86,-75.44,Quechuan,"Quechuan,QuechuaI,CentralQuechuaI,AP-AM-AH,Panao-Union",False,False,Que.QUECHUAN.QUECHUA_HUANUCO_PANAO
QUECHUA_HUAYLAS_ANCASH,QUECHUA_HUAYLAS_ANCASH,huay1240,Huaylas Ancash Quechua,qwh,South America,-8.96,-77.77,Quechuan,"Quechuan,QuechuaI,CentralQuechuaI,Huaylay",False,False,Que.QUECHUAN.QUECHUA_HUAYLAS_ANCASH
QUECHUA_IMBABURA,QUECHUA_IMBABURA,imba1240,Imbabura Highland Quichua,qvi,South America,0.33,-78.0,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaB,Imbabura-Colombia-OrienteQuechua",False,False,Que.QUECHUAN.QUECHUA_IMBABURA
QUECHUA_NAPO_LOWLAND,QUECHUA_NAPO_LOWLAND,napo1242,Napo Lowland Quechua,qvo,South America,-0.43,-76.67,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaB,Imbabura-Colombia-OrienteQuechua,Colombia-OrienteQuechua,OrienteQuechua",False,False,Que.QUECHUAN.QUECHUA_NAPO_LOWLAND
QUECHUA_NORTH_JUNIN_CAJAS,QUECHUA_NORTH_JUNIN_CAJAS,nort2980,North Junín Quechua,qvn,South America,-11.25,-75.86,Quechuan,"Quechuan,QuechuaI,CentralQuechuaI,YaruQuechua",False,False,Que.QUECHUAN.QUECHUA_NORTH_JUNIN_CAJAS
QUECHUA_NORTH_JUNIN_TARMA,QUECHUA_NORTH_JUNIN_TARMA,nort2980,North Junín Quechua,qvn,South America,-11.42,-75.69,Quechuan,"Quechuan,QuechuaI,CentralQuechuaI,YaruQuechua",False,False,Que.QUECHUAN.QUECHUA_NORTH_JUNIN_TARMA
QUECHUA_PACARAOS,QUECHUA_PACARAOS,paca1245,Pacaraos Quechua,qvp,South America,-11.19,-76.65,Quechuan,"Quechuan,QuechuaI",False,False,Que.QUECHUAN.QUECHUA_PACARAOS
QUECHUA_PASTAZA,QUECHUA_PASTAZA,sout2990,Southern Pastaza Quechua,qup,South America,-3.48,-76.45,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaB,Imbabura-Colombia-OrienteQuechua,Colombia-OrienteQuechua,OrienteQuechua,PastazaQuechua",False,False,Que.QUECHUAN.QUECHUA_PASTAZA
QUECHUA_SAN_MARTIN,QUECHUA_SAN_MARTIN,sanm1289,San Martín Quechua,qvs,South America,-6.96,-76.66,Quechuan,"Quechuan,SanMartin-AmazonasQuechua",False,False,Que.QUECHUAN.QUECHUA_SAN_MARTIN
QUECHUA_YAUYOS_CACRA,QUECHUA_YAUYOS_CACRA,yauy1235,Yauyos Quechua,qux,South America,-12.81,-75.78,Quechuan,"Quechuan,QuechuaI,Yauyosic",False,False,Que.QUECHUAN.QUECHUA_YAUYOS_CACRA
QUECHUA_YAUYOS_HONGOS,QUECHUA_YAUYOS_HONGOS,yauy1235,Yauyos Quechua,qux,South America,-12.81,-75.77,Quechuan,"Quechuan,QuechuaI,Yauyosic",False,False,Que.QUECHUAN.QUECHUA_YAUYOS_HONGOS
QUECHUA_YAUYOS_HUANGASCAR,QUECHUA_YAUYOS_HUANGASCAR,yauy1235,Yauyos Quechua,qux,South America,-12.9,-75.83,Quechuan,"Quechuan,QuechuaI,Yauyosic",False,False,Que.QUECHUAN.QUECHUA_YAUYOS_HUANGASCAR
QUECHUA_YAUYOS_LINCHA,QUECHUA_YAUYOS_LINCHA,yauy1235,Yauyos Quechua,qux,South America,-12.8,-75.67,Quechuan,"Quechuan,QuechuaI,Yauyosic",False,False,Que.QUECHUAN.QUECHUA_YAUYOS_LINCHA
QUECHUA_YAUYOS_SAN_PEDRO,QUECHUA_YAUYOS_SAN_PEDRO,yauy1235,Yauyos Quechua,qux,South America,-13.05,-75.65,Quechuan,"Quechuan,QuechuaI,Yauyosic",False,False,Que.QUECHUAN.QUECHUA_YAUYOS_SAN_PEDRO
QUECHUA_YAUYOS_TANA,QUECHUA_YAUYOS_TANA,yauy1235,Yauyos Quechua,qux,South America,-12.83,-75.75,Quechuan,"Quechuan,QuechuaI,Yauyosic",False,False,Que.QUECHUAN.QUECHUA_YAUYOS_TANA
QUECHUA_YAUYOS_VINAC,QUECHUA_YAUYOS_VINAC,yauy1235,Yauyos Quechua,qux,South America,-12.93,-75.78,Quechuan,"Quechuan,QuechuaI,Yauyosic",False,False,Que.QUECHUAN.QUECHUA_YAUYOS_VINAC
QUETTA_PASHTO,QUETTA_PASHTO,sout2649,Southern Pashto,pbt,Eurasia,30.21,67.02,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Iranian,Pashto,NuclearPashto",False,False,IE.IRANIAN.QUETTA_PASHTO
QUEZON_PALAWAN,QUEZON_PALAWAN,cent2091,Central Palawano,plc,Papunesia,9.17,118.0,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,Palawanic-Kalamian,Palawanic,SouthernPalawanic,Molbog-Palawan,NuclearPalawan",False,False,An.GREATER_CENTRAL_PHILIPPINE.QUEZON_PALAWAN
QUICHE,QUICHE,kich1262,K'iche',quc,North America,15.0,-91.42,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterQuichean,CoreQuichean,Quiche-Achi",False,False,May.MAYAN.QUICHE
QUICHUA_AZUAY,QUICHUA_AZUAY,cana1262,Cañar-Azuay-South Chimborazo Highland Quichua,qxr,South America,-2.98,-78.99,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaB",False,False,Que.QUECHUAN.QUICHUA_AZUAY
QUICHUA_BOLIVAR_CACHISAGUA,QUICHUA_BOLIVAR_CACHISAGUA,nort2973,Northern Pastaza Quichua,qvz,South America,-1.6,-78.96,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaB,Imbabura-Colombia-OrienteQuechua,Colombia-OrienteQuechua,OrienteQuechua,PastazaQuechua",False,False,Que.QUECHUAN.QUICHUA_BOLIVAR_CACHISAGUA
QUICHUA_CANYAR,QUICHUA_CANYAR,cana1262,Cañar-Azuay-South Chimborazo Highland Quichua,qxr,South America,-2.54,-78.92,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaB",False,False,Que.QUECHUAN.QUICHUA_CANYAR
QUICHUA_CHIMBORAZO_NIZAG,QUICHUA_CHIMBORAZO_NIZAG,chim1302,Bolivar-North Chimborazo Highland Quichua,qug,South America,-2.23,-78.84,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaA",False,False,Que.QUECHUAN.QUICHUA_CHIMBORAZO_NIZAG
QUICHUA_CHIMBORAZO_TROJE,QUICHUA_CHIMBORAZO_TROJE,chim1302,Bolivar-North Chimborazo Highland Quichua,qug,South America,-1.7,-78.62,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaA",False,False,Que.QUECHUAN.QUICHUA_CHIMBORAZO_TROJE
QUICHUA_COTOPAXI_COMPANIA_GRANDE,QUICHUA_COTOPAXI_COMPANIA_GRANDE,cald1236,Calderón Highland Quichua,qud,South America,-1.07,-78.7,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaA",False,False,Que.QUECHUAN.QUICHUA_COTOPAXI_COMPANIA_GRANDE
QUICHUA_COTOPAXI_PAPAURCO,QUICHUA_COTOPAXI_PAPAURCO,cald1236,Calderón Highland Quichua,qud,South America,-1.05,-78.52,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaA",False,False,Que.QUECHUAN.QUICHUA_COTOPAXI_PAPAURCO
QUICHUA_COTOPAXI_TIGUA,QUICHUA_COTOPAXI_TIGUA,cald1236,Calderón Highland Quichua,qud,South America,-0.94,-78.85,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaA",False,False,Que.QUECHUAN.QUICHUA_COTOPAXI_TIGUA
QUICHUA_IMBABURA_2,QUICHUA_IMBABURA_2,imba1240,Imbabura Highland Quichua,qvi,South America,0.27,-78.23,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaB,Imbabura-Colombia-OrienteQuechua",False,False,Que.QUECHUAN.QUICHUA_IMBABURA_2
QUICHUA_LOJA,QUICHUA_LOJA,loja1235,Loja Highland Quichua,qvj,South America,-3.63,-79.24,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaB",False,False,Que.QUECHUAN.QUICHUA_LOJA
QUICHUA_PICHANCHA,QUICHUA_PICHANCHA,cald1236,Calderón Highland Quichua,qud,South America,-0.15,-78.44,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaA",False,False,Que.QUECHUAN.QUICHUA_PICHANCHA
QUICHUA_TUNGURAHUA_GUAPANTE,QUICHUA_TUNGURAHUA_GUAPANTE,sala1272,Tungurahua Highland Quichua,qxl,South America,-1.2,-78.43,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaA",False,False,Que.QUECHUAN.QUICHUA_TUNGURAHUA_GUAPANTE
QUICHUA_TUNGURAHUA_SALASACA,QUICHUA_TUNGURAHUA_SALASACA,sala1272,Tungurahua Highland Quichua,qxl,South America,-1.32,-78.57,Quechuan,"Quechuan,Colombia-EcuadorQuechua,EcuadorianQuechuaA",False,False,Que.QUECHUAN.QUICHUA_TUNGURAHUA_SALASACA
QUILEUTE,QUILEUTE,quil1240,Quileute,qui,North America,47.92,-124.25,Chimakuan,Chimakuan,True,False,Chk.CHIMAKUAN.QUILEUTE
QUINAULT,QUINAULT,quin1251,Quinault,qun,North America,47.25,-124.08,Salishan,"Salishan,CoastSalish,Tsamosan,CoastalTsamosan",True,False,Sal.TSAMOSAN.QUINAULT
QUIOQUITANI_QUIERI_ZAPOTEC,QUIOQUITANI_QUIERI_ZAPOTEC,quio1241,Quioquitani-Quieri Zapotec,ztq,North America,16.35,-96.17,Otomanguean,"Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Zapotecan,Zapotec,CoreZapotec,NarrowCoreZapotec,CentralCoreZapotec,Cisyautepequeno,Mixtepec-Quioquitani-QuieriZapotec",False,False,OM.ZAPOTECAN.QUIOQUITANI_QUIERI_ZAPOTEC
RABAI,RABAI,giry1241,Giryama,nyf,Africa,-3.98,39.63,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,CoastalNECBantu,Mijikenda-Pokomo-Comorian,Mijikenda,NorthernMijikenda",False,False,NC.BANTOID.RABAI
RABAI_2,RABAI_2,giry1241,Giryama,nyf,Africa,-3.5,39.67,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,CoastalNECBantu,Mijikenda-Pokomo-Comorian,Mijikenda,NorthernMijikenda",False,False,NC.BANTOID.RABAI_2
RABHA,RABHA,rabh1238,Rabha,rah,Eurasia,26.34,93.91,Sino-Tibetan,"Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic",False,False,ST.BODO_GARO.RABHA
RADE,RADE,rade1240,Rade,rad,Eurasia,13.0,108.5,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Aceh-Chamic,Chamic,Rade-Jarai",False,False,An.MALAYO_SUMBAWAN.RADE
RAGA,RAGA,hano1246,Hano,lml,Papunesia,-15.53,168.16,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu",False,False,An.OCEANIC.RAGA
RAHAMBUU,RAHAMBUU,raha1237,Rahambuu,raz,Papunesia,-3.67,121.0,Austronesian,"Austronesian,Malayo-Polynesian,Celebic,GreaterEasternCelebic,EasternCelebic,SoutheasternCelebic,Bungku-Tolaki,WesternBungku-Tolaki,WestCoastBungku-Tolaki",False,False,An.CELEBIC.RAHAMBUU
RAINBARNGO,RAINBARNGO,remb1249,Rembarrnga,rmb,Australia,-12.83,134.58,Gunwinyguan,"Gunwinyguan,Jala",False,False,Aus.REMBARNGA.RAINBARNGO
RAJARAMPUR_SANTALI,RAJARAMPUR_SANTALI,sant1410,Santali,sat,Eurasia,24.5,87.0,Austroasiatic,"Austroasiatic,Mundaic,NorthMunda,Kherwarian,Santalic",False,False,AuA.MUNDA.RAJARAMPUR_SANTALI
RAJBANSHI,RAJBANSHI,rajb1243,Rajbanshi,rjs,Eurasia,26.5,87.7,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,Indo-AryanEasternzone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Kamrupa,Kamta,WesternKamta",False,False,IE.INDIC.RAJBANSHI
RAJI,RAJI,raji1240,Raji,rji,Eurasia,28.0,82.75,Sino-Tibetan,"Sino-Tibetan,Raji-Raute",False,False,ST.RAJI_RAUTE.RAJI
RAMA,RAMA,rama1270,Rama,rma,North America,11.75,-83.75,Chibchan,"Chibchan,CoreChibchan,VoticChibchan",False,False,Chi.RAMA.RAMA
RAMO,RAMO,unii1234,Uni,uni,Papunesia,-2.83,141.58,Sko,"Sko,Skou-Serra-Piore,BarupuLagoon",False,False,Sko.WARUPU.RAMO
RAMPI,RAMPI,ramp1243,Rampi,lje,Papunesia,-2.08,120.33,Austronesian,"Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,Rampi-Seko-Badaic",False,False,An.CELEBIC.RAMPI
RANA,RANA,rana1246,Rana Tharu,thr,Eurasia,28.8,80.35,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Shaurasenic,Bihari,Tharuic",False,False,IE.INDIC.RANA
RANAU_LAMPUNG_API,RANAU_LAMPUNG_API,lamp1243,Lampung Api,ljp,Papunesia,-5.0,105.0,Austronesian,"Austronesian,Malayo-Polynesian,Lampungic,Pesisir",False,False,An.LAMPUNGIC.RANAU_LAMPUNG_API
RANG,RANG,rang1269,Rang,rax,Africa,8.0,10.5,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,CentralAdamawa,Mumuye-Yandang,Mumuyic",False,False,NC.ADAMAWA.RANG
RANG_PAS,RANG_PAS,tibe1272,Tibetan,bod,Eurasia,30.33,79.33,Sino-Tibetan,"Sino-Tibetan,Bodic,Bodish,EarlyOldTibetan,MiddleOldTibetan,LateOldTibetan,CentralTibetan",False,False,ST.BODIC.RANG_PAS
RANO,RANO,urip1239,Uripiv-Wala-Rano-Atchin,upv,Papunesia,-16.04,167.4,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Malakula,EasternMalakulalinkage",False,False,An.OCEANIC.RANO
RANQUELCHE,RANQUELCHE,mapu1245,Mapudungun,arn,South America,-38.0,-72.0,Araucanian,Araucanian,False,False,Arc.ARAUCANIAN.RANQUELCHE
RANTEPALADO,RANTEPALADO,bamb1270,Bambam,ptu,Papunesia,-3.08,119.08,Austronesian,"Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi,NorthernSouthSulawesi,PituUlunnaSalu,Matangnga-Aralle-Tabulahan",False,False,An.SOUTH_SULAWESI.RANTEPALADO
RAO_2,RAO_2,raoo1244,Rao,rao,Papunesia,-4.75,144.5,Ramu,Ramu,False,False,LSR.ANNABERG.RAO_2
RAPA_NUI,RAPA_NUI,rapa1244,Rapanui,rap,Papunesia,-27.0,-109.0,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,CentralPacificlinkage,TokalauFijian,Polynesian,NuclearPolynesian,NorthernOutlierPolynesian-EastPolynesian,SolomonsNorthernOutlierPolynesian-EastPolynesian,CentralNorthernOutlierPolynesian-EastPolynesian,EastPolynesian,EastPolynesianDistal,FarEastPolynesian",False,False,An.OCEANIC.RAPA_NUI
RAPOISI,RAPOISI,rapo1238,Rapoisi,kyx,Papunesia,-5.83,154.83,North Bougainville,NorthBougainville,False,False,WBg.WEST_BOUGAINVILLE.RAPOISI
RAPTING,RAPTING,rapt1240,Rapting,rpt,Papunesia,-4.99,145.63,Nuclear Trans New Guinea,"NuclearTransNewGuinea,Madang,Croisilles,Mabuso,Hanseman,UnclassifiedHanseman",False,False,TNG.MADANG.RAPTING
RAROTONGAN,RAROTONGAN,raro1241,Southern Cook Island Maori,rar,Papunesia,-20.0,-158.0,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,CentralPacificlinkage,TokalauFijian,Polynesian,NuclearPolynesian,NorthernOutlierPolynesian-EastPolynesian,SolomonsNorthernOutlierPolynesian-EastPolynesian,CentralNorthernOutlierPolynesian-EastPolynesian,EastPolynesian,EastPolynesianProximal,SouthernEastPolynesianProximal",False,False,An.OCEANIC.RAROTONGAN
RAROTONGAN_2,RAROTONGAN_2,raro1241,Southern Cook Island Maori,rar,Papunesia,-20.0,-158.0,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,CentralPacificlinkage,TokalauFijian,Polynesian,NuclearPolynesian,NorthernOutlierPolynesian-EastPolynesian,SolomonsNorthernOutlierPolynesian-EastPolynesian,CentralNorthernOutlierPolynesian-EastPolynesian,EastPolynesian,EastPolynesianProximal,SouthernEastPolynesianProximal",False,False,An.OCEANIC.RAROTONGAN_2
RASAWA,RASAWA,rasa1243,Rasawa,rac,Papunesia,-2.42,136.33,Lakes Plain,"LakesPlain,FarWestLakesPlain,Rasawa-Saponi",False,False,LP.LAKES_PLAIN.RASAWA
RASHIDPUR_SANTALI,RASHIDPUR_SANTALI,sant1410,Santali,sat,Eurasia,24.5,87.0,Austroasiatic,"Austroasiatic,Mundaic,NorthMunda,Kherwarian,Santalic",False,False,AuA.MUNDA.RASHIDPUR_SANTALI
RATAHAN,RATAHAN,rata1244,Ratahan,rth,Papunesia,1.08,124.83,Austronesian,"Austronesian,Malayo-Polynesian,Sangiric-Minahasan,Sangiric,SouthernSangiric",False,False,An.SANGIRIC.RATAHAN
RAUTE,RAUTE,raut1239,Raute,rau,Eurasia,29.3,80.58,Sino-Tibetan,"Sino-Tibetan,Raji-Raute,Raute-Rawat",False,False,ST.RAJI_RAUTE.RAUTE
RAUTNAGAR_SANTALI,RAUTNAGAR_SANTALI,sant1410,Santali,sat,Eurasia,24.5,87.0,Austroasiatic,"Austroasiatic,Mundaic,NorthMunda,Kherwarian,Santalic",False,False,AuA.MUNDA.RAUTNAGAR_SANTALI
RAVULA,RAVULA,ravu1237,Ravula,yea,Eurasia,12.72,75.37,Dravidian,"Dravidian,SouthDravidian,SouthDravidianI,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Malayalamoid,Ravulic",False,False,Dra.SOUTHERN_DRAVIDIAN.RAVULA
RAWA,RAWA,rawa1267,Rawa,rwo,Papunesia,-5.83,145.94,Nuclear Trans New Guinea,"NuclearTransNewGuinea,Finisterre-Huon,Finisterre-Saruwaged,Gusap-Mot,Ufim-Rawa-Nahu",False,False,TNG.FINISTERRE_HUON.RAWA
RAWANG,RAWANG,rawa1265,Rawang,raw,Eurasia,27.5,97.5,Sino-Tibetan,"Sino-Tibetan,Nungish",False,False,ST.NUNGISH.RAWANG
RAWO,RAWO,baur1252,Bauro,bxa,Papunesia,-10.67,161.83,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SoutheastSolomonic,Longgu-Malaita-Makira,Malaita-Makira,Makira",False,False,An.OCEANIC.RAWO
REGI,REGI,cind1241,Yara,cdr,Africa,10.33,6.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Kamuku-Hungwarya,Kamuku",False,False,NC.KAINJI.REGI
REGI_TANZANIA,REGI_TANZANIA,kara1481,Kara (Tanzania),reg,Africa,-2.0,32.92,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,EastNyanza,Suguti",False,False,NC.BANTOID.REGI_TANZANIA
REJANG,REJANG,reja1240,Rejang,rej,Papunesia,-3.42,102.5,Austronesian,"Austronesian,Malayo-Polynesian",False,False,An.REJANG.REJANG
REJANG_KAYAN,REJANG_KAYAN,reja1241,Rejang Kayan,ree,Papunesia,2.66,114.32,Austronesian,"Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,Kayan-Murik-Modang,Kayan-Murik,Kayanic,Rejang-MakahamKayan",False,False,An.KAYAN_MURIK.REJANG_KAYAN
REK,REK,sout2832,Southwestern Dinka,dik,Africa,8.75,29.0,Nilotic,"Nilotic,WesternNilotic,Dinka-Nuer,Dinka",False,False,ESu.NILOTIC.REK
REMO,REMO,bond1245,Bondo,bfw,Eurasia,18.0,82.0,Austroasiatic,"Austroasiatic,Mundaic,Gutob-Remo",False,False,AuA.MUNDA.REMO
REMPI,REMPI,remp1241,Rempi,rmp,Papunesia,-5.01,145.79,Nuclear Trans New Guinea,"NuclearTransNewGuinea,Madang,Croisilles,Mabuso,Hanseman,Rempic",False,False,TNG.MADANG.REMPI
REMUN,REMUN,remu1237,Remun,lkj,Papunesia,1.09,110.67,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,Ibanic,Iban-Mualang-Seberuang,Iban-Seberuang,NorthernIban",False,False,An.MALAYO_SUMBAWAN.REMUN
RENDILLE,RENDILLE,rend1243,Rendille,rel,Africa,2.0,37.5,Afro-Asiatic,"Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Omo-Tana,EasternOmo-Tana",False,False,AA.LOWLAND_EAST_CUSHITIC.RENDILLE
RENDILLE_2,RENDILLE_2,rend1243,Rendille,rel,Africa,2.0,37.5,Afro-Asiatic,"Afro-Asiatic,Cushitic,EastCushitic,LowlandEastCushitic,SouthernLowlandEastCushitic,MainstreamLowlandEastCushitic,Omo-Tana,EasternOmo-Tana",False,False,AA.LOWLAND_EAST_CUSHITIC.RENDILLE_2
RENGAO,RENGAO,reng1252,Rengao,ren,Eurasia,14.58,107.83,Austroasiatic,"Austroasiatic,Bahnaric,NorthBahnaric,Hre-Sedang-Todrah-Monam,Hre-Sedang",False,False,AuA.BAHNARIC.RENGAO
RENNELLESE,RENNELLESE,renn1242,Rennell-Bellona,mnv,Papunesia,-11.62,160.25,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,CentralPacificlinkage,TokalauFijian,Polynesian,NuclearPolynesian",False,False,An.OCEANIC.RENNELLESE
REPANBITIP,REPANBITIP,repa1237,Repanbitip,rpn,Papunesia,-16.3,167.68,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Malakula,WesternMalakulalinkage,PeripheralWesternMalakula,SouthwesternMalakula,Letemboi-Repanbitip",False,False,An.OCEANIC.REPANBITIP
RERAU,RERAU,rera1240,Rerau,rea,Papunesia,-5.48,145.73,Nuclear Trans New Guinea,"NuclearTransNewGuinea,Madang,RaiCoast,Mindjim,UpperMinjim",False,False,TNG.MADANG.RERAU
RERE,RERE,koal1240,Koalib-Rere,kib,Africa,11.87,30.47,Heibanic,"Heibanic,West-CentralHeibanic,CentralHeibanic",False,False,Krd.HEIBAN.RERE
REREP,REREP,rere1240,Rerep,pgk,Papunesia,-16.28,167.67,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Malakula,EasternMalakulalinkage,Central-SoutheastMalakula,Unua-Pangkumu",False,False,An.OCEANIC.REREP
RESHE,RESHE,resh1242,Reshe,res,Africa,10.83,4.63,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,KainjiLake",False,False,NC.KAINJI.RESHE
RESIGARO,RESIGARO,resi1247,Resígaro,rgr,South America,-2.42,-71.5,Arawakan,"Arawakan,Japura-Colombia,NuclearJapura-Colombia,Caqueta",False,False,Arw.NORTHERN_ARAWAKAN.RESIGARO
RESIGARO_2,RESIGARO_2,resi1247,Resígaro,rgr,South America,-2.42,-71.5,Arawakan,"Arawakan,Japura-Colombia,NuclearJapura-Colombia,Caqueta",False,False,Arw.NORTHERN_ARAWAKAN.RESIGARO_2
RGYALTHANG,RGYALTHANG,kham1282,Khams Tibetan,khg,Eurasia,28.47,98.65,Sino-Tibetan,"Sino-Tibetan,Bodic,Bodish,EarlyOldTibetan,MiddleOldTibetan,LateOldTibetan,Kham-Hor",False,False,ST.BODIC.RGYALTHANG
RIANG,RIANG,rian1262,Riang (India),ria,Eurasia,23.68,92.03,Sino-Tibetan,"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Dimasa-Kokborok,Tipperic",False,False,ST.BODO_GARO.RIANG
